invoice1,invoice2,similarity_score_x,similarity_score_y,label
JP/232400440,17KOL-3000440,0.4003748430937953,,
JP/222300441,0441,0.49320880745012513,,
JP/232400443,ABI2324443,0.33176975583724505,,
JP/222300457,2210457,0.47705670397971006,,
JP/222300458,0458,0.5030904301653296,,
JP/232400459,0459,0.5021628956443654,,
JP/222300460,460,0.3510640015113962,,
JP/232400461,2210461,0.489595448756301,,
JP/222300462,462,0.3400551467563743,,
JP/222300470,2210470,0.4894989008670159,,
JP/232400471,2200471,0.6149228499058154,,
JP/232400472,2200472,0.6083076019251521,,
JP/232400474,2210474,0.4669118591919851,,
JP/232400475,475,0.3593886695787117,,
JP/222300488,2210488,0.48249157245112884,,
JP/222300489,2210489,0.47579580795536275,,
JP/222300490,2210490,0.49197625280765933,,
JP/222300491,2210491,0.4891115782374924,,
JP/232400494,2200494,0.6275601749659326,,
JP/222300499,1499,0.35830381306900605,,
JP/222300500,2200500,0.6483906273083332,,
JP/232400501,2200501,0.6241461955837251,,
JP/232400506,2230506,0.5027396573483086,,
JP/222300507,2200507,0.6460173095604574,,
JP/222300508,2200508,0.6440867583281599,,
JP/222300509,2200509,0.641968617287628,,
JP/222300510,510,0.35144557476098803,,
JP/222300511,2200511,0.6370700239657023,,
JP/222300514,2230514,0.56821674887126,,
JP/222300519,2230519,0.5548111114965565,,
JP/232400522,2230522,0.4522417876857708,,
JP/232400523,2230523,0.46622582476499996,,
JP/222300526,2230526,0.5871298336109786,,
JP/222300527,2230527,0.5844180214454315,,
JP/222300528,2200528,0.6357465105345821,,
JP/222300529,2230529,0.5763534281057313,,
JP/222300530,2200530,0.6581328065540859,,
JP/222300531,2230531,0.5807219998713138,,
JP/222300543,543,0.3387437376356749,,
JP/222300544,544,0.3324460096461508,,
JP/222300545,545,0.33911979243827195,,
JP/232400547,1547,0.33074835714419115,,
JP/222300549,2200549,0.6452739151488811,,
JP/222300550,2210550,0.49495284111823723,,
JP/222300551,2210551,0.49404659281808594,,
JP/222300552,1118000552,0.4657333275303669,,
JP/222300555,2220555,0.5580074148073297,,
JP/222300556,2210556,0.5060721123551715,,
JP/222300557,557,0.3602979946868693,,
JP/222300564,564,0.3473337235458636,,
JP/222300565,21-22/10565,0.4235150216560725,,
JP/222300567,21-22/10567,0.421465336847337,,
JP/222300568,21-22/10568,0.41980350390179694,,
JP/222300569,2220569,0.5381914253534702,,
JP/222300570,570,0.3569567362900371,,
JP/222300571,571,0.3530175890861896,,
JP/222300580,580,0.3532418170797728,,
JP/222300585,2220585,0.5274812552056161,,
JP/222300586,2230586,0.5741055392731075,,
JP/222300588,588,0.34739891553839575,,
JP/222300589,2230589,0.5794686985982831,,
JP/222300590,2230590,0.5856110319722301,,
JP/222300591,2230591,0.5833428727912123,,
JP/232400607,2220607,0.5156982973776788,,
JP/232400608,2220608,0.5147093196344982,,
JP/222300618,2210618,0.4552344873122231,,
JP/232400620,620,0.33847845941445964,,
JP/232400621,21-22/10621,0.3755747571239357,,
JP/222300626,626,0.33835147688198425,,
JP/222300635,230063,0.4733860329858665,,
JP/222300641,641,0.3330751893043651,,
JP/222300643,220643,0.5471906225835955,,
JP/222300645,1645,0.3519330937282699,,
JP/222300646,1646,0.35924025095360557,,
JP/232400647,647,0.33131719827317085,,
JP/222300656,656,0.3751225531417891,,
JP/222300657,BBL22220657,0.4600791371751514,,
JP/222300663,2220663,0.5501435843608474,,
JP/222300659,1659,0.375645631926946,,
JP/222300662,BBL22220662,0.45587426309467777,,
JP/222300658,658,0.36011708306942314,,
JP/222300670,2220670,0.5522192619104958,,
JP/222300671,2220671,0.5424005226797274,,
JP/222300672,2220672,0.5251197995338921,,
JP/222300673,2220673,0.5247018998148085,,
JP/222300674,2220674,0.5332310166100324,,
JP/232400680,2220680,0.49810219982589704,,
JP/222300683,2220683,0.5457147369852147,,
JP/222300685,2220685,0.5597138331424736,,
JP/222300686,2220686,0.5659973025984224,,
JP/222300687,2220687,0.5620413072439615,,
JP/222300688,2220688,0.5532631931815364,,
JP/232400689,2220689,0.5199047748623495,,
JP/222300693,2220693,0.5628320032963464,,
JP/222300698,1698,0.36574525363282107,,
JP/232400699,699,0.35975713012223653,,
JP/222300701,701,0.3401664703632494,,
JP/222300702,702,0.35486742501401125,,
JP/222300703,703,0.36037872698736517,,
JP/222300707,707,0.3847617705976961,,
JP/222300708,708,0.35601717011266265,,
JP/232400709,709,0.3511632186423337,,
JP/222300710,210710,0.47421949362522064,,
JP/222300711,1711,0.35913874817928426,,
JP/222300712,21-22/10712,0.3948301752480804,,
JP/222300714,21-22/10714,0.38459772585389346,,
JP/222300715,21-22/10715,0.3957882463460279,,
JP/232400716,1716,0.3456982574676267,,
JP/222300717,1717,0.355007205205342,,
JP/222300742,742,0.3520440228593193,,
JP/222300743,743,0.3670279193237971,,
JP/222301744,1744,0.563821349223276,,
JP/222300744,744,0.3523398027300247,,
JP/222300749,749,0.3557916403951568,,
JP/232400750,750,0.3595535989152243,,
JP/222300753,753,0.36279527643855486,,
JP/222300765,765,0.3582841445554733,,
JP/222300766,766,0.36671507554614735,,
JP/222300767,767,0.35413381443122655,,
JP/222300768,768,0.36568593508348174,,
JP/222300769,769,0.3668516316462703,,
JP/222300770,23SL3397000770,0.3983432607078423,,
JP/222300771,771,0.36908991912879047,,
JP/232400775,775,0.3741814798282195,,
JP/232400776,776,0.36699243023718375,,
JP/222300777,777,0.4187070381370661,,
JP/222300778,778,0.3671598678062379,,
JP/222300779,779,0.3729083092747155,,
JP/222300794,BBK22210794,0.4137788407356929,,
JP/222300797,797,0.3689283376133338,,
JP/222300799,1799,0.352292846448653,,
JP/222300800,800,0.368932300605747,,
JP/222300801,17KOL-3000801,0.45903512112030254,,
JP/232400814,1814,0.3491174418138202,,
JP/222300818,1818,0.3525216858825718,,
JP/222300819,819,0.33297755059383716,,
JP/222300820,1820,0.33602331272321395,,
JP/222300826,826,0.3463825941736936,,
JP/222300827,827,0.3475387948779246,,
JP/222300829,829,0.350069572994669,,
JP/232400830,ABI2324830,0.33102838324835737,,
JP/232400838,838,0.3438339702980998,,
JP/222300859,1859,0.33436430576076664,,
JP/222300860,860,0.3553224518540332,,
JP/222300861,861,0.34739093659144316,,
JP/232400862,862,0.35306634104695517,,
JP/222300863,863,0.34319841862145684,,
JP/222300871,2230871,0.5554144847287787,,
JP/222300872,2208722,0.34849792283945896,,
JP/222300873,1120000873,0.5038326228380763,,
JP/232400874,874,0.3554618373132714,,
JP/222300883,883,0.36628458442324086,,
JP/222300884,884,0.35689401906205676,,
JP/222300891,891,0.34731389768669835,,
JP/222300892,892,0.3517192094673351,,
JP/222300893,893,0.3442480539732474,,
JP/222300894,894,0.33214360996303993,,
JP/222300897,21-22/10897,0.39242549866057236,,
JP/222300898,21-22/10898,0.3880531532590653,,
JP/232400899,21-22/10899,0.3867139710047884,,
JP/222300901,2210901,0.4591490569543568,,
JP/222300902,2210902,0.45462738032372524,,
JP/222300904,2210904,0.46055179342751784,,
JP/232400907,2210907,0.46672796107766035,,
JP/232400908,2210908,0.45162727627933935,,
JP/232400909,2210909,0.49099995271292657,,
JP/232400921,2224009,0.34323665561618977,,
JP/222300921,921,0.3422208665028373,,
JP/222300922,2223922,0.3583121436178099,,
JP/222300923,923,0.34409557496201154,,
JP/222300925,925,0.3557576335441373,,
JP/222300926,1926,0.3562727758333094,,
JP/222300927,927,0.36575202504433,,
JP/222300928,928,0.351648887770458,,
JP/222300929,929,0.36935409830473015,,
JP/222300930,2223930,0.37263471874985205,,
JP/232400945,945,0.3465777387985345,,
JP/222300948,1948,0.3537806149251016,,
JP/222300953,1121000953,0.5147990430244639,,
JP/222300958,1958,0.3537896121243035,,
JP/222300960,960,0.3704009922336288,,
JP/222300961,1961,0.3632276838533763,,
JP/222300962,1962,0.35114724444233575,,
JP/232400963,963,0.34797535941007546,,
JP/222300964,21-22/20964,0.4346643807690025,,
JP/232400981,ABI2324981,0.3339527287387499,,
JP/222300969,2200969,0.6638512169984272,,
JP/222300970,2200970,0.6603339657579774,,
JP/222300977,2200977,0.6628893505206088,,
JP/222300986,21-22/10986,0.43044473948937906,,
JP/222300988,21-22/10988,0.42279168027521274,,
JP/222300993,2223993,0.3681153843514954,,
JP/222300994,2223994,0.36764586883295075,,
JP/222300995,2200995,0.6604523673943243,,
JP/222300996,2200996,0.6580159759827989,,
JP/222300997,2200997,0.6631654913258668,,
JP/222300998,2200998,0.6583891093466063,,
JP/232401007,1007,0.5404083244454396,,
JP/232401008,1008,0.5435448245420516,,
JP/232401010,2201010,0.6350844502771572,,
JP/232401019,1019,0.5418504765907372,,
JP/222301023,2201023,0.5932999641442831,,
JP/222301024,2201024,0.6023765236144514,,
JP/222301025,2201025,0.6177874860262559,,
JP/222301026,2201026,0.6151909549043341,,
JP/222301035,2201035,0.6239943058493131,,
JP/222301036,2201036,0.6205212340963833,,
JP/222301039,1039,0.5483199736536585,,
JP/222301040,1040,0.5182362293575756,,
JP/232401041,2224010,0.31873704541214715,,
JP/232401044,1044,0.5323881363610975,,
JP/232401045,1045,0.5260740365088868,,
JP/232401046,1046,0.543696822070328,,
JP/232401047,1047,0.5147873368405147,,
JP/232401048,1048,0.5295682997446878,,
JP/222301058,TX1718301058,0.5443202985302881,,
JP/232401058,1058,0.5316661042762677,,
JP/222301059,1059,0.5424778431687991,,
JP/222301062,1062,0.5324805773664787,,
JP/222301067,1067,0.5247021889791676,,
JP/222301082,1082,0.5562213183740822,,
JP/222301084,1084,0.5535512464581983,,
JP/222301085,1085,0.5670010186964953,,
JP/232401087,1087,0.5754603856646446,,
JP/222301093,1093,0.5460414429023265,,
JP/222301094,TX1718301094,0.5543487144703262,,
JP/222301095,1095,0.559433517419855,,
JP/232401099,1099,0.5647556741482211,,
JP/232401100,1100,0.5307068887247856,,
JP/222301102,1102,0.5675146520588237,,
JP/222301103,1103,0.5580879672665124,,
JP/222301106,1106,0.540223179120173,,
JP/232401109,1109,0.5432296441429487,,
JP/222301112,1112,0.5763351434682684,,
JP/222301130,1130,0.557909320370841,,
JP/222301131,1131,0.537621980030599,,
JP/232401142,2232142,0.29642805142766,,
JP/222301143,1143,0.5432461152755378,,
JP/222301144,1144,0.5644166026715159,,
JP/222301145,1145,0.55514662143695,,
JP/222301146,1146,0.5562708686687159,,
JP/222301147,1147,0.5443576228820484,,
JP/222301148,1148,0.5417211503122098,,
JP/222301149,1149,0.5521722947957577,,
JP/222301150,1150,0.5467385528632193,,
JP/222301152,1152,0.5518081605479037,,
JP/222301154,1154,0.5373949472592962,,
JP/222301155,1155,0.5571469719018803,,
JP/222301156,1156,0.5674105151882994,,
JP/232401166,1166,0.5304673392917616,,
JP/222301170,1170,0.547701493075445,,
JP/232401171,1171,0.5238820787856867,,
JP/232401175,1175,0.5703794258253866,,
JP/232401177,1177,0.5695127533210511,,
JP/222301180,1180,0.5390518171464169,,
JP/222301181,1181,0.5205355617715042,,
JP/222301191,1191,0.5131692373977068,,
JP/232401194,1194,0.5437338435121788,,
JP/232401196,1196,0.5193157519291224,,
JP/222301198,1198,0.5334764577083262,,
JP/222301203,1203,0.5086435867064775,,
JP/222301204,1204,0.5116287903031811,,
JP/222301205,TX1718301205,0.531948685218547,,
JP/222301206,1206,0.5102684469540977,,
JP/232401208,208,0.3701885832284555,,
JP/222301207,1207,0.5156458503586703,,
JP/222301216,TX1718301216,0.5410787310405502,,
JP/222301224,1224,0.5039843940322177,,
JP/222301225,1225,0.5381011316386441,,
JP/222301226,TX1718301226,0.527751509108412,,
JP/222301236,1236,0.5248690369211627,,
JP/222301237,1237,0.5234071633831335,,
JP/222301238,1238,0.5305775987749486,,
JP/232401241,1241,0.5329970492496503,,
JP/232401242,1242,0.5378613927158231,,
JP/222301244,1244,0.502187810930443,,
JP/222301248,1248,0.5241743952254461,,
JP/232401249,1249,0.5344403366196513,,
JP/232401250,1250,0.5322901810994956,,
JP/222301253,1253,0.5414243999027355,,
JP/222301254,1254,0.5337394161944167,,
JP/232401266,266,0.3724805855096613,,
JP/232401269,1269,0.549098348353214,,
JP/222301271,1271,0.5311580117987805,,
JP/232401274,1274,0.575063417794532,,
JP/232401285,1285,0.5315861763473986,,
JP/222301291,1291,0.5742003370881019,,
JP/222301293,1293,0.5704717040496505,,
JP/232401295,1295,0.5412156667746105,,
JP/232401296,1296,0.56844907727009,,
JP/222301305,1305,0.5637289193618988,,
JP/222301306,1306,0.5747904832912407,,
JP/222301307,1307,0.5592882677386264,,
JP/222301308,1308,0.5765104617965774,,
JP/222301309,1309,0.5439044985783196,,
JP/222301310,1310,0.5334374028261485,,
JP/222301311,1311,0.521706687044526,,
JP/232401320,1320,0.5256240501402513,,
JP/222301321,1321,0.5559089571118515,,
JP/232401328,1328,0.5701946360384924,,
JP/222301337,1337,0.5322856324014469,,
JP/222301338,1338,0.564109526630443,,
JP/222301339,1339,0.5544696100936187,,
JP/222301340,1340,0.5429990133211611,,
JP/232401345,1345,0.5718537057029666,,
JP/222301346,1346,0.5669252360468212,,
JP/222301347,1347,0.5412983794029169,,
JP/222301349,1349,0.5692741191399984,,
JP/222301356,1356,0.5513419415267194,,
JP/222301357,1357,0.577694398765933,,
JP/222301358,1358,0.5675366874817576,,
JP/222301359,1359,0.5810407189559016,,
JP/232401361,1361,0.5666175097825108,,
JP/232401362,1362,0.5713530044223692,,
JP/222301369,1369,0.5809868607399283,,
JP/222301370,1370,0.5752533868843192,,
JP/222301371,1371,0.5847614503165584,,
JP/232401380,1380,0.5727723555569756,,
JP/232401383,1383,0.5868605105588627,,
JP/232401373,2373,0.3329313034176478,,
JP/222301386,1386,0.5731215271802944,,
JP/222301390,1390,0.5496028115290205,,
JP/222301394,1394,0.5576264007099228,,
JP/222301395,1395,0.5551921086985578,,
JP/222301396,1396,0.5482258944166082,,
JP/232401406,1406,0.5417491146830823,,
JP/222301407,1407,0.5583670926220411,,
JP/222301411,1411,0.5673121235347878,,
JP/222301412,1412,0.57422531430742,,
JP/222301415,1415,0.5521708137286364,,
JP/222301416,1416,0.5402998385157998,,
JP/222301417,1417,0.5669045770642501,,
JP/222301419,1419,0.5656801421271083,,
JP/222301420,1420,0.5497735155338475,,
JP/222301429,1429,0.5710425684354864,,
JP/232401431,1431,0.5771580900626416,,
JP/222301435,1435,0.5764570610678796,,
JP/222301438,2201438,0.6286856963501808,,
JP/222301439,1439,0.57846903683182,,
JP/232401453,1453,0.5906217474941926,,
JP/232401464,1464,0.5532860950033454,,
JP/232401465,1465,0.5398378494902053,,
JP/232401463,1463,0.5519161788299116,,
JP/232401467,1467,0.5535193560696957,,
JP/222301468,1468,0.5703375299244235,,
JP/222301469,1469,0.5560619728615614,,
JP/222301470,1470,0.5472990361843888,,
JP/232401471,1471,0.5434836163408221,,
JP/222301472,1472,0.5292247301617237,,
JP/222301473,1473,0.5738446462226298,,
JP/222301474,1474,0.566201059510598,,
JP/222301475,1475,0.5794270217121392,,
JP/222301476,1476,0.583341827239043,,
JP/222301483,1483,0.5465974076227026,,
JP/222301484,1484,0.5407791639345646,,
JP/232401486,1486,0.5527732239104175,,
JP/232401487,1487,0.5476938472444763,,
JP/222301493,1493,0.5413990210792058,,
JP/232401505,1505,0.557144438169408,,
JP/222301509,1509,0.5723203550093384,,
JP/232401510,1510,0.5454991149612942,,
JP/222301511,1511,0.5463666161566221,,
JP/222301512,1512,0.5316339268464656,,
JP/222301514,1514,0.5617688296407566,,
JP/222301515,1515,0.5548398898687892,,
JP/222301517,1517,0.5558352650833341,,
JP/222301518,1518,0.547286850068398,,
JP/222301519,1519,0.5249152490402975,,
JP/232401522,1522,0.5229374670448993,,
JP/222301523,1523,0.5420933475498606,,
JP/222301527,1527,0.5371868374510222,,
JP/222301528,1528,0.5397984079438076,,
JP/232401529,1529,0.5517174141382817,,
JP/222301530,1530,0.560669407778121,,
JP/222301532,1532,0.539699097741609,,
JP/222301533,1533,0.5316487471851788,,
JP/222301535,1535,0.574570412928722,,
JP/222301540,1540,0.5507982462516419,,
JP/232401545,1545,0.558340119826964,,
JP/222301548,1548,0.5273040507193482,,
JP/222301549,1549,0.5369216261610426,,
JP/222301550,1550,0.5354113967899201,,
JP/222301551,1551,0.5330096663351597,,
JP/222301552,1552,0.5320782924866622,,
JP/232401553,1553,0.5542138571698006,,
JP/232401555,1555,0.573249569571466,,
JP/232401556,1556,0.5531448862834317,,
